record_id,species_name,common_name,plant_type,region,country,year,height_m,dbh_cm,wood_density_g_cm3,agb_kg,bgb_kg,carbon_storage_kg,total_CO2eq_stored_kg,annual_C_kg,annual_CO2_kg,annual_growth_rate_pct,co2_absorption_change_rate_pct,mortality_rate,leaf_area_index,canopy_m2,root_depth_m,mean_temp_C,annual_rainfall_mm,soil_type,soil_carbon_percent,altitude_m,latitude,longitude,urban_density_index,land_use_type,maintenance_cost_usd_per_year,policy_zone,iucn_status,biodiversity_value,habitat_loss_percent,protected_area_presence,invasive_risk_score,source
R006221,Cinnamomum verum var2,Cinnamon (var2),tree,Europe,Germany,2023,12.833,57.331,0.583,2460.419,845.956,1553.996,5697.987,22.5599,82.7196,1.45,2.05,0.01,2.396,40.842,1.128,8.27,869.9,Sandy,0.758,428.7,59.78399,-155.459363,6.01,roadside,34.78,high,CR,0.844,2.74,0,0.008,Hybrid-synthetic (modeled from literature distributions)
R006222,Picea abies var6,Norway spruce (var6),tree,North America,United States,2007,19.597,61.726,0.601,4485.136,1482.156,2804.627,10283.634,236.8498,868.4492,8.44,0.78,0.0234,0.894,42.838,1.061,16.9,605.1,Peaty,2.263,33.5,42.712835,-119.386695,34.81,green_roof,61.44,none,DD,0.197,0.0,0,0.162,Hybrid-synthetic (modeled from literature distributions)
R006223,Populus nigra var6,Black poplar (var6),tree,South America,Peru,2007,8.481,37.468,0.661,787.151,161.028,445.644,1634.029,26.5909,97.5001,5.97,-0.5,0.0146,2.176,35.709,2.044,14.73,1415.4,Clay,3.646,0.0,42.289672,64.856252,17.78,natural_forest,22.87,high,VU,0.79,20.04,0,0.006,Hybrid-synthetic (modeled from literature distributions)
R006224,Tectona grandis var4,Teak (var4),tree,Africa,South Africa,2009,13.349,39.072,0.465,946.69,277.138,575.199,2109.064,14.4517,52.9895,2.51,3.32,0.0439,3.135,72.83,2.016,20.29,393.8,Silty,2.614,557.5,58.968613,-34.661773,67.32,residential_yard,47.76,moderate,NT,0.56,11.09,0,0.13,Hybrid-synthetic (modeled from literature distributions)
R006225,Salix babylonica var8,Weeping willow (var8),tree,Africa,South Africa,2024,5.59,17.85,0.36,64.201,16.616,37.984,139.274,2.9817,10.9329,7.85,0.23,0.0237,1.563,1.0,1.114,19.97,884.3,Loam-Clay,2.151,0.0,-8.145694,-5.709749,16.63,residential_yard,71.04,moderate,LC,0.279,20.1,1,0.176,Hybrid-synthetic (modeled from literature distributions)
R006226,Cinnamomum verum var5,Cinnamon (var5),tree,Africa,Tanzania,2020,6.932,56.351,0.766,1685.683,374.732,968.395,3550.782,13.3068,48.7918,1.37,1.51,0.043,2.164,1.0,1.868,19.04,1435.3,Loam-Clay,0.393,299.3,31.142675,-84.861294,18.12,residential_yard,33.72,none,LC,0.393,19.17,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006227,Cecropia peltata var6,Trumpet tree (var6),tree,North America,Mexico,2003,8.506,32.418,0.662,591.424,183.649,364.284,1335.709,34.2831,125.7049,9.41,0.75,0.0158,4.47,31.1,1.118,15.23,1286.9,Loam,1.629,886.5,2.048682,112.715799,34.22,residential_yard,10.01,high,DD,0.06,26.89,0,0.302,Hybrid-synthetic (modeled from literature distributions)
R006228,Betula pendula var4,Silver birch (var4),tree,Oceania,Australia,2024,13.248,42.908,0.588,1433.601,429.631,875.719,3210.97,0.8757,3.211,0.1,-0.52,0.0392,2.697,84.714,0.5,10.81,838.6,Chalky,1.507,567.6,-16.036083,-89.894519,21.32,urban_park,66.34,high,CR,0.189,4.75,0,0.403,Hybrid-synthetic (modeled from literature distributions)
R006229,Ficus benjamina var8,Weeping fig (var8),tree,Oceania,New Zealand,2017,6.431,21.48,0.562,166.865,41.457,97.911,359.008,2.4225,8.8824,2.47,-0.76,0.0404,4.334,45.971,1.626,19.69,1311.1,Silty,1.443,336.1,-56.094554,-108.62209,12.43,green_roof,46.29,high,DD,0.595,5.58,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R006230,Cedrus deodara,Deodar cedar (common),tree,Africa,Kenya,2017,12.884,28.274,0.399,410.772,104.743,242.292,888.404,7.1955,26.3836,2.97,-0.47,0.021,1.874,54.876,0.5,19.24,1275.4,Loam-Clay,2.01,731.0,-30.850381,-12.292691,48.04,campus,34.21,none,VU,0.496,8.96,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006231,Jacaranda mimosifolia var7,Jacaranda (var7),tree,Oceania,Fiji,2010,14.792,5.0,0.645,23.858,6.536,14.285,52.378,0.2924,1.0723,2.05,0.72,0.0205,3.02,18.371,3.523,10.58,475.0,Chalky,1.825,0.0,-36.524716,141.649845,38.21,residential_yard,13.02,moderate,EN,0.54,9.47,0,0.475,Hybrid-synthetic (modeled from literature distributions)
R006232,Casuarina equisetifolia var5,Casuarina (var5),tree,North America,United States,2007,13.349,48.838,0.491,1563.6,465.57,953.71,3496.936,74.7659,274.1416,7.84,-2.35,0.0366,3.762,27.922,1.608,5.05,857.4,Clay,2.498,523.5,-32.389328,131.089402,38.74,campus,53.7,moderate,DD,0.83,6.93,0,0.046,Hybrid-synthetic (modeled from literature distributions)
R006233,Rosa spp.,Rose (common),flower,Asia,Philippines,2024,0.373,0.0,,0.022,0.005,0.013,0.047,0.0017,0.0061,12.98,-0.21,0.1763,0.77,0.58,0.344,19.35,1573.5,Peaty,0.499,127.8,-6.573442,-6.726408,16.2,community_garden,41.73,none,LC,0.277,23.37,0,0.145,Hybrid-synthetic (modeled from literature distributions)
R006234,Cinnamomum verum var3,Cinnamon (var3),tree,South America,Argentina,2004,19.607,51.301,0.487,2512.844,767.058,1541.554,5652.363,52.4491,192.3133,3.4,-0.52,0.0197,3.81,55.252,1.494,18.15,1535.0,Loam-Clay,1.484,225.8,6.541261,-153.170009,46.95,green_roof,52.03,low,LC,0.084,21.87,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006235,Rosa spp. var8,Rose (var8),flower,Europe,United Kingdom,2008,1.014,0.0,,0.152,0.038,0.089,0.327,0.0706,0.2588,79.15,-2.09,0.2277,1.251,0.652,0.388,-0.48,1038.1,Sandy,1.484,0.0,4.260487,-93.938135,24.87,campus,0.68,high,LC,0.824,0.0,0,0.098,Hybrid-synthetic (modeled from literature distributions)
R006236,Delonix regia var3,Flame tree (var3),tree,Oceania,Australia,2016,13.172,22.538,0.419,280.325,71.861,165.528,606.935,10.2496,37.5818,6.19,-1.85,0.0242,0.5,65.179,2.151,16.36,830.1,Clay,3.216,59.7,-58.495753,36.416095,9.27,natural_forest,19.39,high,VU,0.231,6.42,1,0.0,Hybrid-synthetic (modeled from literature distributions)
R006237,Eucalyptus globulus var2,Blue gum (var2),tree,Oceania,Fiji,2011,1.5,74.635,0.539,450.412,121.337,268.722,985.313,15.7061,57.5889,5.84,-1.51,0.01,1.472,1.0,1.221,15.34,670.7,Loam,0.1,248.3,-47.978935,-83.777502,12.47,urban_park,18.68,moderate,DD,0.138,0.0,0,0.443,Hybrid-synthetic (modeled from literature distributions)
R006238,Moringa oleifera var6,Moringa (var6),tree,Africa,Nigeria,2011,20.122,38.785,0.462,1398.29,397.1,843.834,3094.056,70.0634,256.8991,8.3,-2.07,0.01,2.718,13.108,2.092,25.13,1760.1,Silty,2.52,814.7,35.565375,96.994533,21.15,garden,32.37,none,CR,0.513,10.0,0,0.048,Hybrid-synthetic (modeled from literature distributions)
R006239,Acer platanoides,Norway maple (common),tree,North America,Mexico,2004,11.728,57.748,0.632,2473.49,746.952,1513.608,5549.895,47.0174,172.3972,3.11,-0.41,0.0241,2.06,1.0,1.025,19.49,100.0,Silty,1.698,104.0,34.918746,128.606772,79.58,natural_forest,52.66,none,EN,0.418,15.73,0,0.022,Hybrid-synthetic (modeled from literature distributions)
R006240,Cecropia peltata var2,Trumpet tree (var2),tree,Oceania,Fiji,2019,17.605,20.705,0.701,529.407,118.21,304.38,1116.06,13.5556,49.704,4.45,0.74,0.021,1.684,23.832,0.5,20.22,645.4,Chalky,2.641,816.4,-47.006226,-34.261544,9.37,garden,19.96,moderate,LC,0.46,16.18,0,0.091,Hybrid-synthetic (modeled from literature distributions)
R006241,Cinnamomum verum var3,Cinnamon (var3),tree,Oceania,Australia,2002,15.575,30.08,0.356,501.601,158.652,310.319,1137.836,11.9709,43.8931,3.86,-0.81,0.01,2.817,83.465,3.004,17.81,957.7,Peaty,2.14,67.9,-36.722033,143.002959,35.2,green_roof,45.94,moderate,LC,0.528,0.0,0,0.489,Hybrid-synthetic (modeled from literature distributions)
R006242,Cedrus deodara var4,Deodar cedar (var4),tree,Asia,Vietnam,2015,22.56,39.826,0.46,1647.767,515.917,1016.931,3728.748,48.6052,178.2192,4.78,3.29,0.01,3.748,54.38,0.5,23.35,50.0,Peaty,3.284,0.0,20.080645,-89.360229,16.77,urban_park,23.49,none,EN,0.475,5.17,0,0.124,Hybrid-synthetic (modeled from literature distributions)
R006243,Lavandula angustifolia var2,Lavender (var2),flower,Asia,India,2024,1.1,0.0,,0.173,0.038,0.099,0.364,0.0757,0.2775,76.27,0.07,0.4343,0.592,0.01,0.202,27.47,2379.5,Sandy,1.878,249.9,14.4107,119.159739,45.13,garden,11.03,none,EN,0.68,0.0,0,0.24,Hybrid-synthetic (modeled from literature distributions)
R006244,Zinnia elegans var3,Zinnia (var3),flower,Europe,Italy,2004,0.676,0.0,,0.254,0.042,0.139,0.511,0.035,0.1282,25.1,-1.16,0.2522,0.635,0.01,0.175,5.65,687.5,Peaty,1.758,32.2,41.997598,-153.128115,14.16,garden,23.01,low,NT,0.515,0.0,0,0.359,Hybrid-synthetic (modeled from literature distributions)
R006245,Betula pendula var4,Silver birch (var4),tree,Africa,Uganda,2010,16.759,5.0,0.481,20.157,4.148,11.423,41.885,0.2939,1.0775,2.57,3.48,0.01,2.157,16.936,1.566,24.38,1492.8,Silty,1.327,1744.7,-14.227954,43.658013,4.97,community_garden,22.9,high,NT,0.445,0.05,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006246,Moringa oleifera var2,Moringa (var2),tree,Africa,Ethiopia,2022,16.468,32.264,0.618,1060.016,222.875,602.959,2210.848,33.0252,121.0923,5.48,0.78,0.01,3.863,4.299,1.992,26.7,1137.4,Loam-Clay,0.192,1225.7,26.756347,19.029698,36.59,campus,21.61,moderate,EN,0.826,23.14,0,0.132,Hybrid-synthetic (modeled from literature distributions)
R006247,Mangifera indica var8,Mango (var8),tree,North America,United States,2022,23.776,52.608,0.751,4941.675,1395.676,2978.555,10921.368,136.9089,501.9993,4.6,-1.84,0.0321,5.596,1.0,1.003,27.46,1618.5,Silty,2.797,433.4,-59.051504,65.135996,46.34,roadside,10.13,moderate,LC,0.788,25.76,1,0.001,Hybrid-synthetic (modeled from literature distributions)
R006248,Milicia excelsa var2,Iroko (var2),tree,Europe,Germany,2015,10.453,81.332,0.472,3264.397,1085.703,2044.547,7496.672,133.146,488.2022,6.51,-1.74,0.0643,3.451,57.718,1.267,11.37,594.4,Chalky,1.94,173.4,57.369607,82.116015,14.16,community_garden,135.1,low,NT,0.464,17.71,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006249,Milicia excelsa var8,Iroko (var8),tree,Europe,Poland,2015,15.128,42.292,0.546,1478.189,312.895,841.81,3086.635,35.2948,129.4144,4.19,0.35,0.01,2.875,70.167,1.334,9.98,1134.3,Loam,0.923,457.9,3.050507,56.961374,28.48,community_garden,82.5,moderate,NT,0.701,12.88,0,0.109,Hybrid-synthetic (modeled from literature distributions)
R006250,Jacaranda mimosifolia var4,Jacaranda (var4),tree,Oceania,New Zealand,2023,7.533,54.641,0.476,1070.926,261.717,626.342,2296.588,37.8943,138.9458,6.05,-0.88,0.01,3.132,67.705,1.772,22.15,293.0,Loam,3.365,95.0,55.981246,24.879977,16.97,urban_park,11.81,moderate,NT,0.809,4.76,0,0.254,Hybrid-synthetic (modeled from literature distributions)
R006251,Ficus benjamina var2,Weeping fig (var2),tree,North America,Mexico,2007,6.742,8.05,0.403,17.601,5.33,10.777,39.517,0.3253,1.1929,3.02,0.52,0.0223,1.16,32.165,0.802,24.41,1664.1,Silty,2.319,9.6,-54.883298,87.070102,32.95,residential_yard,35.3,none,VU,0.261,15.49,1,0.192,Hybrid-synthetic (modeled from literature distributions)
R006252,Lavandula angustifolia var5,Lavender (var5),flower,North America,United States,2019,0.262,0.0,,0.141,0.028,0.079,0.291,0.0516,0.1892,65.02,-0.7,0.5563,1.514,1.442,0.357,19.59,1272.5,Chalky,1.813,79.3,-31.935513,93.096626,21.53,residential_yard,46.73,low,VU,0.378,19.16,0,0.267,Hybrid-synthetic (modeled from literature distributions)
R006253,Acacia senegal var2,Gum acacia (var2),tree,Oceania,New Zealand,2018,6.766,10.481,0.413,30.665,8.049,18.196,66.718,0.86,3.1532,4.73,1.29,0.0131,2.244,51.542,2.763,18.58,434.2,Loam,2.871,511.5,2.238499,121.304621,43.23,green_roof,10.01,low,DD,0.452,30.63,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006254,Quercus robur var2,English oak (var2),tree,South America,Argentina,2011,20.356,33.849,0.466,1085.745,272.563,638.405,2340.817,2.1876,8.0213,0.34,4.88,0.0249,2.164,69.138,1.597,29.24,1992.8,Chalky,1.708,711.4,-13.493699,163.26792,44.49,community_garden,56.76,high,CR,0.689,7.38,0,0.427,Hybrid-synthetic (modeled from literature distributions)
R006255,Salix babylonica var3,Weeping willow (var3),tree,North America,Canada,2021,12.454,34.938,0.612,930.83,207.558,535.042,1961.822,2.2721,8.3309,0.42,-0.63,0.0475,3.424,39.792,1.657,6.82,2239.2,Loam-Clay,0.668,146.0,6.799427,123.892249,43.94,garden,53.07,high,NT,0.564,3.03,0,0.04,Hybrid-synthetic (modeled from literature distributions)
R006256,Terminalia brownii var4,Terminalia (var4),tree,South America,Argentina,2014,16.083,27.875,0.649,811.5,171.979,462.235,1694.861,35.1435,128.8596,7.6,4.49,0.0343,2.919,31.762,2.257,19.3,365.8,Loam,0.514,1704.5,-34.94627,162.675082,9.56,campus,37.29,none,EN,0.545,10.31,0,0.204,Hybrid-synthetic (modeled from literature distributions)
R006257,Grevillea robusta var5,Silk oak (var5),tree,Asia,Thailand,2004,4.132,28.937,0.588,203.566,63.759,125.643,460.69,11.2771,41.3495,8.98,-2.23,0.025,2.974,26.441,1.334,23.37,990.5,Sandy,1.98,782.1,-39.584522,-134.923046,17.5,campus,18.92,moderate,LC,0.407,25.23,1,0.233,Hybrid-synthetic (modeled from literature distributions)
R006258,Jacaranda mimosifolia var5,Jacaranda (var5),tree,Oceania,Fiji,2002,12.481,17.944,0.489,196.516,64.864,122.849,450.445,6.0975,22.3574,4.96,-0.68,0.0376,3.76,125.514,2.65,16.58,1036.1,Loam,3.308,111.9,-45.0689,-177.907204,28.08,campus,33.88,none,LC,0.628,0.0,0,0.375,Hybrid-synthetic (modeled from literature distributions)
R006259,Eucalyptus globulus var8,Blue gum (var8),tree,North America,Canada,2006,14.742,21.858,0.822,578.906,134.645,335.369,1229.687,16.6598,61.0859,4.97,-1.97,0.0172,3.591,9.096,2.145,21.26,930.4,Clay,2.663,130.2,42.535906,30.799026,36.96,urban_park,55.98,low,VU,0.833,1.03,0,0.121,Hybrid-synthetic (modeled from literature distributions)
R006260,Citrus sinensis var8,Orange tree (var8),tree,South America,Argentina,2016,8.462,51.554,0.815,1832.646,556.746,1123.014,4117.718,1.123,4.1177,0.1,-0.88,0.0588,1.89,71.189,1.479,25.94,2707.4,Loam-Clay,1.683,497.5,-7.856669,-128.132144,33.53,residential_yard,27.23,none,NT,0.427,13.66,1,0.289,Hybrid-synthetic (modeled from literature distributions)
R006261,Cecropia peltata var5,Trumpet tree (var5),tree,Asia,Vietnam,2004,13.397,40.326,0.539,1173.736,393.357,736.534,2700.624,15.1492,55.5471,2.06,0.75,0.0198,3.226,71.703,1.345,22.45,295.3,Loam,2.969,369.2,28.171094,106.369802,9.9,campus,37.8,low,LC,0.566,6.65,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006262,Chrysanthemum morifolium var6,Chrysanthemum (var6),flower,North America,United States,2016,1.53,0.0,,0.113,0.012,0.059,0.217,0.048,0.1759,81.06,-0.9,0.3087,1.381,0.532,0.446,9.13,660.1,Loam-Clay,3.976,138.7,36.809118,-160.06082,17.69,green_roof,68.32,high,LC,0.866,17.05,0,0.229,Hybrid-synthetic (modeled from literature distributions)
R006263,Tagetes erecta var7,Marigold (var7),flower,Europe,Germany,2018,0.562,0.0,,0.01,0.002,0.006,0.021,0.006,0.0219,104.45,0.12,0.227,1.145,0.118,0.169,14.43,612.0,Loam-Clay,1.32,715.0,-8.646712,-105.589212,13.85,roadside,30.5,low,EN,0.597,17.18,0,0.311,Hybrid-synthetic (modeled from literature distributions)
R006264,Quercus robur var7,English oak (var7),tree,South America,Argentina,2017,8.786,44.491,0.707,1230.23,396.677,764.646,2803.703,56.562,207.3942,7.4,-2.85,0.0183,3.149,36.596,2.801,24.23,2817.4,Silty,1.906,788.9,19.310213,178.972576,35.78,campus,46.06,high,CR,0.645,13.31,0,0.408,Hybrid-synthetic (modeled from literature distributions)
R006265,Pinus radiata var7,Monterey pine (var7),tree,Africa,Uganda,2003,2.144,18.416,0.661,48.063,15.555,29.901,109.635,1.4946,5.48,5.0,-2.31,0.0154,2.784,1.0,0.5,20.99,788.1,Silty,2.102,380.8,-32.033584,145.959637,16.42,garden,17.92,low,EN,0.502,18.74,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006266,Acacia senegal var4,Gum acacia (var4),tree,South America,Brazil,2019,8.788,6.116,0.422,13.867,3.682,8.248,30.242,0.1464,0.5366,1.77,2.31,0.0401,2.185,27.637,0.953,24.98,648.1,Loam-Clay,3.889,184.7,-34.843359,-148.756873,14.82,campus,30.32,high,LC,0.204,15.17,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006267,Alnus glutinosa var7,Alder (var7),tree,Africa,Nigeria,2007,17.61,41.541,0.522,1586.82,523.718,991.953,3637.161,26.5271,97.2662,2.67,-1.56,0.0118,4.659,1.0,0.942,24.76,1050.9,Sandy,0.346,826.8,-36.554298,-154.864758,24.47,community_garden,46.72,moderate,VU,0.904,26.99,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006268,Lantana camara var7,Lantana (var7),flower,South America,Peru,2017,0.812,0.0,,0.01,0.001,0.005,0.02,0.0019,0.0068,34.54,-0.47,0.0959,2.163,0.411,0.276,19.33,1939.9,Sandy,0.825,438.9,-24.279568,-86.731932,21.64,campus,14.99,high,DD,0.372,24.92,0,0.319,Hybrid-synthetic (modeled from literature distributions)
R006269,Acer platanoides var7,Norway maple (var7),tree,Oceania,New Zealand,2023,11.169,32.502,0.383,452.449,98.973,259.168,950.284,9.5294,34.9411,3.68,2.01,0.01,2.649,44.951,1.762,13.86,506.6,Loam-Clay,1.065,0.0,2.125853,115.025685,50.69,campus,90.23,none,LC,0.297,3.21,0,0.396,Hybrid-synthetic (modeled from literature distributions)
R006270,Salix babylonica var3,Weeping willow (var3),tree,Asia,Philippines,2001,5.664,34.567,0.658,445.132,98.583,255.546,937.002,9.3665,34.3438,3.67,-0.78,0.017,3.341,26.185,0.5,6.9,1743.2,Chalky,3.732,534.1,8.907939,-120.586065,10.04,residential_yard,32.34,moderate,EN,0.425,3.69,1,0.437,Hybrid-synthetic (modeled from literature distributions)
R006271,Pinus radiata var7,Monterey pine (var7),tree,Europe,France,2010,16.054,58.829,0.497,2761.898,583.331,1572.257,5764.944,57.4131,210.5145,3.65,0.03,0.0346,1.808,43.962,2.924,12.77,1199.5,Clay,2.998,761.8,-4.221793,129.982389,29.7,urban_park,25.25,high,EN,0.685,25.54,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006272,Quercus robur var8,English oak (var8),tree,Africa,Tanzania,2007,8.26,5.0,0.25,5.162,1.12,2.953,10.826,0.2361,0.8657,8.0,-1.66,0.021,4.073,58.322,0.993,16.17,1142.9,Clay,1.405,621.9,10.922006,-87.71393,21.31,green_roof,112.04,low,NT,0.754,9.52,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006273,Picea abies var8,Norway spruce (var8),tree,South America,Brazil,2021,14.196,40.696,0.567,1334.082,309.51,772.488,2832.456,1.6255,5.9602,0.21,-1.69,0.0348,4.126,65.175,2.941,24.34,647.1,Sandy,3.678,0.0,39.014147,-88.23322,17.88,urban_park,38.94,low,CR,0.53,6.08,1,0.348,Hybrid-synthetic (modeled from literature distributions)
R006274,Salix babylonica var7,Weeping willow (var7),tree,South America,Argentina,2001,15.518,29.512,0.778,1051.306,272.906,622.38,2282.059,46.8347,171.7272,7.53,-0.75,0.01,4.694,93.344,1.419,17.76,577.1,Loam-Clay,0.695,879.8,49.60518,-101.640249,29.7,garden,62.85,moderate,EN,0.249,15.12,0,0.116,Hybrid-synthetic (modeled from literature distributions)
R006275,Rosa spp. var7,Rose (var7),flower,South America,Chile,2024,1.049,0.0,,0.342,0.061,0.189,0.695,0.0861,0.3158,45.46,0.97,0.3409,1.34,0.01,0.356,20.65,2797.7,Loam,2.536,0.0,-47.524088,-23.671585,9.86,green_roof,3.43,high,DD,0.284,17.89,1,0.462,Hybrid-synthetic (modeled from literature distributions)
R006276,Moringa oleifera var6,Moringa (var6),tree,Asia,Philippines,2002,10.471,31.527,0.605,629.583,206.843,393.12,1441.44,12.0918,44.3366,3.08,-0.38,0.0117,4.947,64.383,1.578,22.58,1764.0,Clay,3.051,169.9,36.370551,-157.307795,16.98,natural_forest,15.08,moderate,LC,0.198,23.5,1,0.251,Hybrid-synthetic (modeled from literature distributions)
R006277,Ginkgo biloba var5,Ginkgo (var5),tree,Asia,China,2023,15.624,42.275,0.778,2171.322,669.819,1335.336,4896.233,61.7469,226.4053,4.62,0.46,0.0233,3.3,1.0,0.5,20.5,451.1,Sandy,2.964,2.0,24.940816,50.2748,30.7,community_garden,11.17,none,EN,0.342,0.0,0,0.066,Hybrid-synthetic (modeled from literature distributions)
R006278,Prunus domestica var3,Plum (var3),tree,North America,Mexico,2015,12.997,43.357,0.597,1459.292,305.61,829.504,3041.513,26.402,96.8072,3.18,4.28,0.0223,3.796,47.834,1.408,26.27,1230.9,Sandy,2.909,0.0,-30.603857,93.395603,62.08,natural_forest,54.16,low,NT,0.691,16.97,0,0.304,Hybrid-synthetic (modeled from literature distributions)
R006279,Delonix regia var7,Flame tree (var7),tree,Africa,Nigeria,2002,10.808,50.364,0.665,1824.187,519.755,1101.653,4039.394,37.9786,139.2548,3.45,2.38,0.0472,5.246,103.84,2.11,22.42,523.9,Chalky,2.252,1094.5,38.582838,154.32072,4.23,natural_forest,60.25,none,LC,0.21,23.13,0,0.13,Hybrid-synthetic (modeled from literature distributions)
R006280,Populus nigra var3,Black poplar (var3),tree,Europe,Poland,2007,19.498,36.989,0.571,1522.19,345.104,877.628,3217.971,30.3832,111.4051,3.46,-1.28,0.01,1.605,114.418,1.617,11.09,546.6,Sandy,3.177,434.6,-24.647787,-64.863438,37.05,campus,56.35,high,NT,0.615,17.11,0,0.154,Hybrid-synthetic (modeled from literature distributions)
R006281,Mangifera indica var3,Mango (var3),tree,Asia,Indonesia,2021,26.495,48.306,0.624,3859.422,1315.394,2432.163,8917.933,90.2841,331.0418,3.71,-0.06,0.01,2.402,104.811,1.213,16.75,2033.0,Sandy,1.827,288.6,27.202201,178.592293,21.77,campus,68.27,high,EN,0.83,14.45,0,0.107,Hybrid-synthetic (modeled from literature distributions)
R006282,Grevillea robusta var8,Silk oak (var8),tree,North America,United States,2024,13.732,55.274,0.498,2088.563,569.801,1249.431,4581.246,9.8724,36.1989,0.79,2.64,0.041,2.632,23.831,1.085,9.49,1063.9,Loam,0.1,487.6,-7.043061,-16.236549,23.27,community_garden,19.74,low,LC,0.802,0.0,0,0.0,Hybrid-synthetic (modeled from literature distributions)
R006283,Prunus domestica var5,Plum (var5),tree,Africa,Nigeria,2018,13.013,28.304,0.56,584.109,154.874,347.322,1273.514,28.1834,103.339,8.11,-2.09,0.01,4.229,69.874,1.577,26.67,789.3,Loam,1.31,460.8,-55.303593,11.546869,28.01,urban_park,24.42,none,VU,0.672,0.0,0,0.232,Hybrid-synthetic (modeled from literature distributions)
